Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
HT510413,9/23/2011 11:35,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT508571,9/22/2011 0:00,001XX N CICERO AVE,337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,CTA PLATFORM,FALSE,FALSE,1113,28,3,1144344,1900912,2011,41.88412091,-87.74541356,"(41.884120905, -87.74541356)",11,22216,26,696,23,32,25,81
HT510707,9/23/2011 15:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT510742,9/23/2011 15:27,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897651,2011,41.8745084,-87.62760841,"(41.874508398, -87.627608412)",48,14913,38,92,10,35,22,144
HT510852,9/23/2011 14:30,001XX W JACKSON BLVD,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,112,42,6,1175143,1898961,2011,41.87813255,-87.63237515,"(41.878132552, -87.632375153)",22,14912,38,92,36,29,22,79
HT511176,9/23/2011 20:00,012XX N CLARK ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,TRUE,FALSE,1821,42,26,1175314,1908524,2011,41.90437011,-87.63146007,"(41.904370109, -87.631460067)",22,14926,37,17,11,54,14,198
HT511200,9/23/2011 20:20,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT510999,9/23/2011 15:00,0000X W 69TH ST,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,731,6,6,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT511233,9/23/2011 20:44,003XX E 43RD ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,TRUE,FALSE,222,3,6,1178953,1876568,2011,41.81659841,-87.61906974,"(41.816598406, -87.619069744)",12,4301,4,163,9,36,24,102
HT511269,9/23/2011 21:40,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT511586,9/24/2011 3:15,006XX S STATE ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT510298,9/23/2011 10:25,001XX S DEARBORN ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,112,42,6,1175960,1899592,2011,41.8798457,-87.62935635,"(41.879845704, -87.629356347)",22,14311,38,92,36,34,22,93
HT512431,9/24/2011 16:00,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT512388,9/24/2011 16:00,002XX W 63RD ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,711,20,3,1175827,1863196,2011,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,21559,66,435,4,11,17,201
HT507643,9/21/2011 14:30,006XX W BELMONT AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,2332,44,6,1171373,1921484,2011,41.94002054,-87.64555449,"(41.940020537, -87.645554487)",38,4449,57,682,25,22,5,30
HT512583,9/24/2011 18:40,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT512622,9/24/2011 19:10,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT512634,9/24/2011 19:10,016XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1333,27,11,1165537,1901501,2011,41.88531238,-87.66757363,"(41.885312381, -87.667573631)",41,21184,29,579,46,28,15,78
HT512642,9/24/2011 19:40,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT512807,9/24/2011 22:20,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT512449,9/24/2011 15:00,002XX S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,113,42,6,1175967,1899285,2011,41.87900312,-87.62933989,"(41.87900312, -87.629339891)",22,14912,38,92,36,29,22,126
HT513139,9/25/2011 4:02,004XX S RACINE AVE,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,1213,2,08B,1168451,1897951,2011,41.87550838,-87.65697569,"(41.875508384, -87.656975687)",48,14917,29,87,26,44,15,95
HT513304,9/25/2011 9:10,002XX W 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,711,20,18,1175827,1863196,2011,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,21559,66,435,4,11,17,201
HT505799,9/20/2011 13:40,001XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176405,1899622,2011,41.879918,-87.62772148,"(41.879917998, -87.62772148)",22,14311,38,92,36,34,22,93
HT506040,9/20/2011 16:15,0000X W CTA OHARE PLATFORM ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,1654,41,6,1100955,1934905,2011,41.97810845,-87.90412276,"(41.978108446, -87.904122758)",34,16197,75,668,29,38,12,40
HT513915,9/25/2011 17:00,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT513937,9/25/2011 17:30,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT513694,9/23/2011 19:00,005XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,FALSE,FALSE,1834,42,11,1176278,1903807,2011,41.89140473,-87.62806151,"(41.891404732, -87.628061509)",22,21182,37,669,36,55,14,73
HT514661,9/26/2011 9:30,0000X W CTA 95TH ST LN,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,634,21,18,1177779,1842365,2011,41.72276838,-87.62441036,"(41.722768379, -87.624410361)",18,21554,45,187,13,59,20,242
HT514719,9/26/2011 10:00,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT514797,9/26/2011 11:00,0000X W CTA 69TH ST LN,880,THEFT,PURSE-SNATCHING,CTA PLATFORM,FALSE,FALSE,731,6,6,1177340,1859132,2011,41.76878896,-87.62551316,"(41.768788957, -87.625513163)",31,21559,67,513,32,11,18,211
HT514799,9/26/2011 11:00,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT515040,9/26/2011 12:45,003XX N AUSTIN BLVD,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA PLATFORM,FALSE,FALSE,1512,29,08A,1136321,1901669,2011,41.88634526,-87.77485728,"(41.886345263, -87.774857276)",52,22216,26,,7,32,25,85
HT515597,9/26/2011 18:30,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT515582,9/26/2011 18:30,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT516061,9/27/2011 6:45,020XX S DAMEN AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,TRUE,FALSE,1223,25,6,1163352,1890303,2011,41.8546303,-87.67591226,"(41.854630302, -87.67591226)",8,14920,33,366,26,43,15,121
HT512191,9/24/2011 12:58,002XX S STATE ST,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,123,42,08B,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT513650,9/25/2011 14:00,012XX N ASHLAND AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1424,1,6,1165503,1908223,2011,41.90375877,-87.66750693,"(41.903758766, -87.667506927)",24,21560,25,481,41,4,7,200
HT516522,9/27/2011 12:40,002XX W GARFIELD BLVD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,934,3,11,1175647,1868500,2011,41.79453381,-87.63143854,"(41.794533814, -87.631438536)",12,21559,66,166,9,37,23,117
HT516772,9/27/2011 15:24,048XX W LAKE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,TRUE,FALSE,1532,28,18,1144147,1901839,2011,41.8866684,-87.74611368,"(41.886668404, -87.746113681)",11,22216,26,696,23,32,25,81
HT516826,9/27/2011 15:30,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT516949,9/27/2011 16:05,001XX W CERMAK RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2111,25,11,1175616,1889758,2011,41.8528683,-87.63091491,"(41.852868298, -87.63091491)",8,21194,35,3,26,40,23,157
HT517222,9/27/2011 19:40,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT517114,9/27/2011 18:00,063XX S ASHLAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,725,16,3,1166756,1862726,2011,41.77888383,-87.66420637,"(41.778883826, -87.664206366)",19,22257,65,280,2,23,17,204
HT517614,9/28/2011 3:30,011XX W WILSON AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,2311,46,3,1167963,1930704,2011,41.96539498,-87.65782015,"(41.965394976, -87.657820148)",37,22616,31,241,39,15,5,6
HT516704,9/27/2011 14:45,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1122,28,11,1151987,1901284,2011,41.8849946,-87.71733758,"(41.884994597, -87.717337582)",11,21572,28,176,23,30,16,82
HT516568,9/27/2011 13:00,003XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,2,6,1176426,1898846,2011,41.87778814,-87.6276678,"(41.877788135, -87.627667799)",48,14912,38,367,10,29,22,126
HT517965,9/28/2011 10:57,0000X W CTA 69TH ST LN,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,731,6,11,1177340,1859132,2011,41.76878896,-87.62551316,"(41.768788957, -87.625513163)",31,21559,67,513,32,11,18,211
HT517825,9/28/2011 9:35,009XX W FULLERTON AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA PLATFORM,TRUE,FALSE,1933,43,04A,1169564,1916140,2011,41.92539599,-87.65235909,"(41.925395988, -87.652359093)",51,21190,68,744,34,16,14,149
HT518207,9/28/2011 13:40,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT518335,9/27/2011 14:50,0000X W 87TH ST,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,634,21,08B,1176936,1847277,2011,41.73626655,-87.62735059,"(41.736266551, -87.627350589)",18,21554,40,1,13,59,20,242
HT507424,9/21/2011 15:20,017XX W 18TH ST,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,1223,25,08B,1165285,1891456,2011,41.85775341,-87.6687846,"(41.85775341, -87.668784595)",8,14920,33,343,26,43,15,121
HT518534,9/28/2011 16:15,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1122,28,11,1151988,1901284,2011,41.88499458,-87.71733391,"(41.884994578, -87.71733391)",11,21572,28,176,23,30,16,82
HT518756,9/28/2011 19:10,001XX W 33RD ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175704,1883105,2011,41.83460998,-87.63079167,"(41.834609981, -87.630791672)",26,21194,35,376,48,40,23,170
HT518745,9/28/2011 18:55,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT518807,9/28/2011 19:35,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT518618,9/28/2011 16:30,003XX S STATE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,123,2,6,1176426,1898874,2011,41.87786497,-87.62766695,"(41.877864969, -87.627666954)",48,14912,38,367,10,29,22,126
HT518824,9/28/2011 20:00,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT518852,9/28/2011 14:30,051XX S PULASKI RD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,815,23,6,1150563,1870470,2011,41.80046498,-87.7233704,"(41.800464977, -87.723370404)",35,22248,60,792,6,56,13,129
HT512302,9/24/2011 13:30,002XX S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1175967,1899285,2011,41.87900312,-87.62933989,"(41.87900312, -87.629339891)",22,14912,38,92,36,29,22,126
HT512307,9/24/2011 13:20,002XX S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1175967,1899285,2011,41.87900312,-87.62933989,"(41.87900312, -87.629339891)",22,14912,38,92,36,29,22,126
HT519623,9/29/2011 12:10,011XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,132,2,6,1176514,1895442,2011,41.86844537,-87.62744747,"(41.868445367, -87.627447474)",48,14913,38,12,10,35,22,144
HT519832,9/29/2011 14:15,017XX W CONGRESS PKWY,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1211,2,3,1164836,1897786,2011,41.87513301,-87.67025322,"(41.875133013, -87.670253223)",48,21184,29,90,46,28,15,136
HT519969,9/29/2011 15:45,005XX S CICERO AVE,330,ROBBERY,AGGRAVATED,CTA PLATFORM,FALSE,FALSE,1533,24,3,1144477,1897125,2011,41.87372642,-87.74502049,"(41.873726415, -87.745020489)",36,22216,26,69,14,32,16,143
HT519974,9/29/2011 16:05,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT519943,9/29/2011 14:45,032XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1123,28,11,1154840,1901084,2011,41.8843891,-87.70686621,"(41.884389103, -87.706866213)",11,21572,28,176,23,30,16,86
HT520423,9/29/2011 20:50,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT520419,9/29/2011 20:45,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT520469,9/29/2011 21:00,015XX N CLYBOURN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1822,43,11,1170470,1910783,2011,41.91067631,-87.64918707,"(41.910676312, -87.649187069)",51,22620,37,108,11,49,14,199
HT520360,9/29/2011 20:15,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT520791,9/30/2011 4:00,002XX S STATE ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1176417,1899156,2011,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,14912,38,92,36,29,22,126
HT521166,9/30/2011 11:20,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,TRUE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT521267,9/30/2011 12:50,0000X W 87TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,634,21,11,1177549,1847286,2011,41.73627743,-87.62510451,"(41.736277427, -87.62510451)",18,21554,40,1,13,59,20,242
HT521255,9/30/2011 12:15,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,2311,46,11,1167942,1930944,2011,41.966054,-87.6578904,"(41.966053999, -87.657890403)",37,22616,31,241,39,15,5,4
HT521817,9/30/2011 18:20,002XX S WABASH AVE,558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,CTA PLATFORM,TRUE,FALSE,123,42,04A,1176845,1899365,2011,41.87920284,-87.62611365,"(41.879202837, -87.626113652)",22,14912,38,367,36,29,22,126
HT521731,9/30/2011 17:00,001XX W CERMAK RD,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,2111,25,6,1175616,1889758,2011,41.8528683,-87.63091491,"(41.852868298, -87.63091491)",8,21194,35,3,26,40,23,157
HT521967,9/30/2011 20:40,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT522011,9/30/2011 20:50,047XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1113,28,11,1144619,1901792,2011,41.88653055,-87.74438154,"(41.886530554, -87.74438154)",11,22216,26,696,23,32,16,90
HT521960,9/30/2011 20:24,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT522153,9/30/2011 23:15,008XX N STATE ST,2027,NARCOTICS,POSS: CRACK,CTA PLATFORM,TRUE,FALSE,1832,42,18,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT522195,10/1/2011 0:10,008XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,1832,42,26,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT523177,10/1/2011 16:30,006XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,132,2,11,1176452,1897617,2011,41.8744151,-87.62760944,"(41.8744151, -87.627609439)",48,14913,38,92,10,35,22,144
HT523296,10/1/2011 17:45,002XX S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,123,42,6,1175967,1899285,2011,41.87900312,-87.62933989,"(41.87900312, -87.629339891)",22,14912,38,92,36,29,22,126
HT523387,10/1/2011 19:25,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1832,42,11,1176223,1905805,2011,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,21182,37,104,36,6,14,71
HT522357,9/30/2011 23:00,035XX S STATE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,TRUE,211,3,08B,1176846,1881708,2011,41.8307508,-87.62664357,"(41.830750796, -87.626643572)",12,14924,1,353,9,37,24,102
HT523752,10/2/2011 2:50,005XX S PULASKI RD,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,1132,24,08B,1149812,1897228,2011,41.87390705,-87.72543009,"(41.873907046, -87.725430093)",36,21572,27,675,14,30,16,142
HT524120,10/2/2011 12:05,001XX W 35TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,924,11,11,1175739,1881773,2011,41.83095408,-87.63070323,"(41.830954079, -87.630703226)",26,14924,35,376,48,40,23,170
HT524509,10/2/2011 17:35,047XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1113,28,11,1144619,1901792,2011,41.88653055,-87.74438154,"(41.886530554, -87.74438154)",11,22216,26,696,23,32,16,90
HT524759,10/2/2011 21:10,002XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,122,42,26,1176327,1901797,2011,41.88588808,-87.62794224,"(41.885888079, -87.627942238)",22,14309,38,580,36,42,22,88
HT524894,10/2/2011 23:36,019XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1022,24,18,1155336,1890250,2011,41.85464951,-87.70533588,"(41.854649511, -87.705335883)",36,21569,30,202,14,57,21,152
HT524911,10/3/2011 0:30,011XX W GRANVILLE AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,2433,48,3,1167537,1941332,2011,41.99456771,-87.65907885,"(41.994567707, -87.659078851)",40,4451,76,45,16,14,11,50
HT507544,9/21/2011 15:05,003XX S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,112,2,6,1175984,1898865,2011,41.87785023,-87.62929012,"(41.877850233, -87.629290122)",48,14912,38,92,10,29,22,126
HT525298,9/25/2011 17:00,022XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,TRUE,FALSE,1431,1,6,1157335,1914823,2011,41.92203975,-87.69733018,"(41.922039747, -87.697330182)",24,22535,23,322,41,1,7,184
HT525406,10/3/2011 11:20,0000X W 69TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,731,6,11,1177279,1859276,2011,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,22260,67,513,32,11,17,201
HT525726,10/3/2011 15:00,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT525822,10/3/2011 15:35,032XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1123,28,11,1154840,1901084,2011,41.8843891,-87.70686621,"(41.884389103, -87.706866213)",11,21572,28,176,23,30,16,86
HT526258,10/3/2011 20:20,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,28,11,1149512,1901446,2011,41.88548754,-87.72642205,"(41.885487535, -87.726422045)",11,21572,27,659,23,30,16,83
HT526545,10/4/2011 1:58,002XX S STATE ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CTA PLATFORM,FALSE,FALSE,123,42,04B,1176412,1899341,2011,41.87914676,-87.62770426,"(41.87914676, -87.62770426)",22,14912,38,92,36,29,22,126
HT512165,9/24/2011 13:00,0000X W CTA OHARE PLATFORM ST,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,1654,41,08A,1100955,1934905,2011,41.97810845,-87.90412276,"(41.978108446, -87.904122758)",34,16197,75,668,29,38,12,40
